2014/12/31 00:00:00|123456789|Sample Manager 1|CHF|H25662182|BCRWZ18|CH0210483332|SWITZERLAND|EQUITY|Equities|Switzerland|COMPAGNIE FINANCIERE RICHEMONT AG CHF1.00 (REG) SER 'A'|283210.0000|10393470.32|207.01944000|29314987.80
2014/12/31 00:00:00|123456789|Sample Manager 1|EUR||5289837|AT0000652011|AUSTRIA|EQUITY|Equities|AUSTRIA|ERSTE GROUP BK AG|1017112.0000|29672724.42|53.91859026|27420622.58
2014/12/31 00:00:00|123456789|Sample Manager 1|EUR|A7111G104|B0704T9|AT0000606306|AUSTRIA|EQUITY|Equities|AUSTRIA|RAIFFEISEN BANK INTERNATIONAL COMMON|387826.0000|15203983.78|35.13748526|6813615.20
2014/12/31 00:00:00|123456789|Sample Manager 1|EUR|E41759106|7383072|ES0130960018|SPAIN|EQUITY|Equities|Spain|ENAGAS SA|1681728.0000|35304576.66|220.20144828|61719823.50
2014/12/31 00:00:00|123456789|Sample Manager 1|EUR|X3078L108|B1FW751|PTGAL0AM0009|PORTUGAL|EQUITY|Equities|Portugal|GALP ENERGIA SGPS SA-B SHRS COMMON|11090872.0000|170344538.72|94.53343064|131057272.32
2014/12/31 00:00:00|123456789|Sample Manager 1|EUR|X9819E113|B0B9GS5|PTZON0AM0006|PORTUGAL|EQUITY|Equities|International Cash|ZON OPTIMUS SGPS SA COMMON EUR0.01|4716582.0000|36926554.28|14.67729340|34613328.94
2014/12/31 00:00:00|123456789|Sample Manager 1|PHP|Y60305102|B1L8838|PHY603051020|PHILIPPINES|EQUITY|Equities|Phillipines|METRO PACIFIC INVESTMENTS CO COMMON|149483244.0000|13292166.06|.23821560|17804620.32
2015/01/02 00:00:00|123456789|Sample Manager 1|CHF|H25662182|BCRWZ18|CH0210483332|SWITZERLAND|EQUITY|Equities|Switzerland|COMPAGNIE FINANCIERE RICHEMONT AG CHF1.00 (REG) SER 'A'|141605.0000|5196735.16|104.07937200|14738159.47
2015/01/02 00:00:00|123456789|Sample Manager 1|EUR||5289837|AT0000652011|AUSTRIA|EQUITY|Equities|AUSTRIA|ERSTE GROUP BK AG|508556.0000|14836362.21|28.07822106|14279347.79
2015/01/02 00:00:00|123456789|Sample Manager 1|EUR|A7111G104|B0704T9|AT0000606306|AUSTRIA|EQUITY|Equities|AUSTRIA|RAIFFEISEN BANK INTERNATIONAL COMMON|193913.0000|7601991.89|17.83593972|3458620.58
2015/01/02 00:00:00|123456789|Sample Manager 1|EUR|E41759106|7383072|ES0130960018|SPAIN|EQUITY|Equities|Spain|ENAGAS SA|840864.0000|17652288.33|109.55155392|30705985.95
2015/01/02 00:00:00|123456789|Sample Manager 1|EUR|X3078L108|B1FW751|PTGAL0AM0009|PORTUGAL|EQUITY|Equities|Portugal|GALP ENERGIA SGPS SA-B SHRS COMMON|5545436.0000|85172269.36|47.90062800|66407466.72
2015/01/02 00:00:00|123456789|Sample Manager 1|EUR|X9819E113|B0B9GS5|PTZON0AM0006|PORTUGAL|EQUITY|Equities|International Cash|ZON OPTIMUS SGPS SA COMMON EUR0.01|2358291.0000|18463277.14|7.37669671|17396397.47
2015/01/02 00:00:00|123456789|Sample Manager 1|PHP|Y60305102|B1L8838|PHY603051020|PHILIPPINES|EQUITY|Equities|Phillipines|METRO PACIFIC INVESTMENTS CO COMMON|74741622.0000|6646083.03|.12042340|9000640.24
2015/01/05 00:00:00|123456789|Sample Manager 1|CHF|H25662182|BCRWZ18|CH0210483332|SWITZERLAND|EQUITY|Equities|Switzerland|COMPAGNIE FINANCIERE RICHEMONT AG CHF1.00 (REG) SER 'A'|141605.0000|5196735.16|101.54616120|14379444.16
2015/01/05 00:00:00|123456789|Sample Manager 1|EUR||5289837|AT0000652011|AUSTRIA|EQUITY|Equities|AUSTRIA|ERSTE GROUP BK AG|508556.0000|14836362.21|27.08858075|13776060.27
2015/01/05 00:00:00|123456789|Sample Manager 1|EUR|A7111G104|B0704T9|AT0000606306|AUSTRIA|EQUITY|Equities|AUSTRIA|RAIFFEISEN BANK INTERNATIONAL COMMON|185877.0000|7286955.73|16.45015631|3057705.70
2015/01/05 00:00:00|123456789|Sample Manager 1|EUR|E41759106|7383072|ES0130960018|SPAIN|EQUITY|Equities|Spain|ENAGAS SA|840864.0000|17652288.33|106.15205658|29753147.64
2015/01/05 00:00:00|123456789|Sample Manager 1|EUR|X3078L108|B1FW751|PTGAL0AM0009|PORTUGAL|EQUITY|Equities|Portugal|GALP ENERGIA SGPS SA-B SHRS COMMON|5545436.0000|85172269.36|45.38498216|62919878.48
2015/01/05 00:00:00|123456789|Sample Manager 1|EUR|X9819E113|B0B9GS5|PTZON0AM0006|PORTUGAL|EQUITY|Equities|International Cash|ZON OPTIMUS SGPS SA COMMON EUR0.01|2358291.0000|18463277.14|7.10776215|16762171.50
2015/01/05 00:00:00|123456789|Sample Manager 1|PHP|Y60305102|B1L8838|PHY603051020|PHILIPPINES|EQUITY|Equities|Phillipines|METRO PACIFIC INVESTMENTS CO COMMON|74741622.0000|6646083.03|.12180210|9103686.52
2015/01/06 00:00:00|123456789|Sample Manager 1|CHF|H25662182|BCRWZ18|CH0210483332|SWITZERLAND|EQUITY|Equities|Switzerland|COMPAGNIE FINANCIERE RICHEMONT AG CHF1.00 (REG) SER 'A'|141605.0000|5196735.16|100.37596140|14213738.01
2015/01/06 00:00:00|123456789|Sample Manager 1|EUR||5289837|AT0000652011|AUSTRIA|EQUITY|Equities|AUSTRIA|ERSTE GROUP BK AG|508556.0000|14836362.21|27.05013850|13756510.24
2015/01/06 00:00:00|123456789|Sample Manager 1|EUR|A7111G104|B0704T9|AT0000606306|AUSTRIA|EQUITY|Equities|AUSTRIA|RAIFFEISEN BANK INTERNATIONAL COMMON|185877.0000|7286955.73|16.42681138|3053366.42
2015/01/06 00:00:00|123456789|Sample Manager 1|EUR|E41759106|7383072|ES0130960018|SPAIN|EQUITY|Equities|Spain|ENAGAS SA|840864.0000|17652288.33|104.88427728|29397804.30
2015/01/06 00:00:00|123456789|Sample Manager 1|EUR|X3078L108|B1FW751|PTGAL0AM0009|PORTUGAL|EQUITY|Equities|Portugal|GALP ENERGIA SGPS SA-B SHRS COMMON|5545436.0000|85172269.36|44.82032300|62137058.20
2015/01/06 00:00:00|123456789|Sample Manager 1|EUR|X9819E113|B0B9GS5|PTZON0AM0006|PORTUGAL|EQUITY|Equities|International Cash|ZON OPTIMUS SGPS SA COMMON EUR0.01|2358291.0000|18463277.14|6.95153429|16393740.77
2015/01/06 00:00:00|123456789|Sample Manager 1|PHP|Y60305102|B1L8838|PHY603051020|PHILIPPINES|EQUITY|Equities|Phillipines|METRO PACIFIC INVESTMENTS CO COMMON|74741622.0000|6646083.03|.13509995|10097589.40
