123456789|Account 1|EUR|2015/06/30 00:00:00|M|FRANCE|Fixed Income|FOREIGN GOVERNMENT BONDS|F4040HFT2|F4040HFT2|FR0010899765|B51LH27|6948106||FRANCE (GOVT OF) BDS 1.1% 25 JULY 2022|710,000.0000 |1,202,273.68 |1,203,998.61 
123456789|Account 1|EUR|2015/06/30 00:00:00|M|FRANCE|Fixed Income|FOREIGN GOVERNMENT BONDS|F4040SK21|F4040SK21|FR0010050559|7755529|3456228||FRANCE GOVT OF (O.A.T.I) 2.25% 25-07-2020|1,590,000.0000 |3,120,988.33 |3,135,797.63 
123456789|Account 1|EUR|2015/06/30 00:00:00|M|FRANCE|Fixed Income|FOREIGN GOVERNMENT BONDS|F40411KG8|F40411KG8|FR0011008705|B44J1N0|8117307||FRANCE GOVT OF INDEX LINKED NOTE 1.85% 25 JULY 2027|1,220,000.0000 |2,256,323.73 |2,244,200.55 
123456789|Account 1|EUR|2015/06/30 00:00:00|M|FRANCE|Fixed Income|FOREIGN GOVERNMENT BONDS|F43750AF9|F43750AF9|FR0011347046|B7GWS82|10784412||FRANCE(GOVT OF) UNSEC SER OATI INFL LINK 0.1% 25JUL21|760,000.0000 |1,114,642.34 |1,127,491.94 
123456789|Account 1|EUR|2015/06/30 00:00:00|M|FRANCE|Fixed Income|FOREIGN GOVERNMENT BONDS|F43750AQ5|F43750AQ5|FR0011427848|B9JBH16|10991455||FRANCE (GOVT OF) UNSECD INFLATION LINKED 0.25% 25 JULY 2024 OATE|1,770,000.0000 |2,670,925.44 |2,663,126.59 
123456789|Account 1|EUR|2015/06/30 00:00:00|M|FRANCE|Fixed Income|FOREIGN GOVERNMENT BONDS|F43750CS9|F43750CS9|FR0011982776|BNZB3D2|11628056||FRANCE(GOVT OF) UNSECD INFLATION LINKED 0.7% 25JUL30|320,000.0000 |497,183.05 |490,847.23 
123456789|Account 1|EUR|2015/06/30 00:00:00|M|GERMANY|Fixed Income|FOREIGN GOVERNMENT BONDS|D20659120|D20659120|DE0001030526|B5ZXQF5|6462406||GERMANY (FEDERAL REPUBLIC) INDEX LINKED 1.75% 15 APRIL 2020|160,000.0000 |272,720.71 |275,334.27 
123456789|Account 1|EUR|2015/06/30 00:00:00|M|GERMANY|Fixed Income|FOREIGN GOVERNMENT BONDS|D20659Y99|D20659Y99|DE0001030542|B423JZ2|10106861||DEUTSCHLAND BOND UNSECD 0.10% 15 APRIL 2023|3,080,000.0000 |4,720,997.23 |4,735,629.74 
123456789|Account 1|EUR|2015/06/30 00:00:00|M|GERMANY|Fixed Income|FOREIGN GOVERNMENT BONDS|D2R8H4AH2|D2R8H4AH2|DE0001030575|BZ0D4B2|11795767||GERMANY(REPUBLIC OF) UNSECD SR INFL LKD 0.1% 15APR46|220,000.0000 |306,384.28 |323,808.61 
123456789|Account 1|USD|2015/06/30 00:00:00|M|UNITED STATES|Cash and Equivalents|U.S. GOVERNMENT TREASURY BILL|912796EN5|912796EN5|US912796EN52|BP8S7M1|11468057||US TREASURY BILLS $USD DTD 24-7-2014 0% 23-7-2015|16,200,000.0000 |19,834,921.09 |20,223,906.67 
123456789|Account 1|USD|2015/06/30 00:00:00|M|UNITED STATES|Cash and Equivalents|U.S. GOVERNMENT TREASURY BILL|912796ET2|912796ET2|US912796ET23|BQ1TDD1|11477278||UNITED STATES OF AMER TREAS BILLS DTD 1-8-2014 0% 20-8-2015|23,900,000.0000 |29,178,759.18 |29,836,986.86 
123456789|Account 1|USD|2015/06/30 00:00:00|M|UNITED STATES|Cash and Equivalents|U.S. GOVERNMENT TREASURY BILL|912796EX3|912796EX3|US912796EX35|BQSV6B9|11482671||U S T BILLS $USD DTD 18-9-2014 0% 17-9-2015|6,600,000.0000 |8,174,550.88 |8,239,819.33 
123456789|Account 1|USD|2015/06/30 00:00:00|M|UNITED STATES|Cash and Equivalents|U.S. GOVERNMENT TREASURY BILL|912796FS3|912796FS3|US912796FS31|BTPJN50|11768758||UNITED STATES OF AMER TREAS BILL $USD DTD 2-1-2015 0% 2-7-2015|2,400,000.0000 |3,035,724.40 |2,996,193.68 
123456789|Account 1|USD|2015/06/30 00:00:00|M|UNITED STATES|Cash and Equivalents|U.S. GOVERNMENT TREASURY BILL|912796FT1|912796FT1|US912796FT14|BV1VZH0|11771062||UNITED STATES OF AMER TREAS BILLS $USD DTD 8-1-2015 0% 9-7-2015|14,900,000.0000 |18,599,818.51 |18,601,301.44 
123456789|Account 1|USD|2015/06/30 00:00:00|M|UNITED STATES|Cash and Equivalents|U.S. GOVERNMENT TREASURY BILL|912796FW4|912796FW4|US912796FW43|BV9HDZ4|11632252||UNITED STATES OF AMER TREAS BILLS DTD 15-1-2015 0% 16-7-2015|18,100,000.0000 |22,639,137.93 |22,596,127.30 
123456789|Account 1|USD|2015/06/30 00:00:00|M|UNITED STATES|Cash and Equivalents|U.S. GOVERNMENT TREASURY BILL|912796FX2|912796FX2|US912796FX26|BVJF842|11778759||UNITED STATES OF AMER T- BILL $USD DTD 29-1-2015 0% 30-7-2015|14,100,000.0000 |16,987,795.79 |17,602,910.44 
123456789|Account 1|USD|2015/06/30 00:00:00|M|UNITED STATES|Cash and Equivalents|U.S. GOVERNMENT TREASURY BILL|912796FY0|912796FY0|US912796FY09|BVTW650|11637651||U S TREAS BILLS $USD DTD 5-2-2015 0% 6-8-2015|15,500,000.0000 |18,818,179.91 |19,350,716.98 
123456789|Account 1|USD|2015/06/30 00:00:00|M|UNITED STATES|Cash and Equivalents|U.S. GOVERNMENT TREASURY BILL|912796GA1|912796GA1|US912796GA14|BVFB5R6|11645882||UNITED STATES OF AMER TREAS BILLS $USD DTD 12-2-2015 0% 13-8-2015|18,600,000.0000 |22,390,370.37 |23,220,459.31 
123456789|Account 1|USD|2015/06/30 00:00:00|M|UNITED STATES|Cash and Equivalents|U.S. GOVERNMENT TREASURY BILL|912796GB9|912796GB9|US912796GB96|BVYXJ15|11790163||UNITED STATES T-BILLS $USD DTD 26-2-2015 0% 27-8-2015|23,400,000.0000 |29,207,679.88 |29,213,178.74 
123456789|Account 1|USD|2015/06/30 00:00:00|M|UNITED STATES|Cash and Equivalents|U.S. GOVERNMENT TREASURY BILL|912796GC7|912796GC7|US912796GC79|BW39CV2|11651252||U S T BILLS $USD DTD 5-3-2015 0% 3-9-2015|2,800,000.0000 |3,490,707.97 |3,495,638.70 
123456789|Account 1|USD|2015/06/30 00:00:00|M|UNITED STATES|Equities|US EQUITY|78462F103|78462F103|US78462F1030|2840215|89504||SPDR S&P 500 ETF TRUST|1,171,900.0000 |179,017,394.74 |301,172,533.43 
123456789|Account 1|USD|2015/06/30 00:00:00|M|UNITED STATES|Fixed Income|US TREASURY BONDS|912810RL4|912810RL4|US912810RL44|BVXLS02|11647781||UNITED STATES OF AMER TREAS BDS INFL-LKD .75% 15FEB45|1,340,000.0000 |1,513,370.97 |1,523,841.87 
123456789|Account 1|USD|2015/06/30 00:00:00|M|UNITED STATES|Fixed Income|US TREASURY BONDS|912828B25|912828B25|US912828B253|BJ4GVF8|11269236||UNITED STATES TREAS NOTES 0.625% 15-01-2024|1,850,000.0000 |2,362,355.28 |2,378,798.14 
123456789|Account 1|USD|2015/06/30 00:00:00|M|UNITED STATES|Fixed Income|US TREASURY BONDS|912828H45|912828H45|US912828H458|BVFD6V3|11646161||UNITED STATES OF AMER TREAS INFL IX N/B 0.25% 15JAN25|5,270,000.0000 |6,396,382.18 |6,434,759.03 
123456789|Account 1|USD|2015/06/30 00:00:00|M|UNITED STATES|Fixed Income|US TREASURY BONDS|912828WU0|912828WU0|US912828WU04|BP8S7P4|11481062||US TREAS NOTES/TSY INFL IX N/B 0.125% 15JUL24|2,460,000.0000 |2,951,866.36 |2,979,961.13 
234567899|Account 2|CAD|2015/06/30 00:00:00|M|CANADA|Fixed Income|CANADIAN CORPORATE BOND|0636792P8|0636792P8|CA0636792P81||10493608|2B5MDC9|BANK OF MONTREAL FIXED RATE DEPOSIT NOTE 1.89% 05OCT15 SERIES DPNT|870,000.0000 |870,176.99 |871,977.79 
234567899|Account 2|CAD|2015/06/30 00:00:00|M|CANADA|Fixed Income|CANADIAN CORPORATE BOND|064149D53|064149D53|CA064149D534|B40V2Y8|7860707||BANK OF NOVA SCOTIA DPNTS 3.61% 22 FEBRUARY 2016|568,000.0000 |575,367.91 |577,354.36 
234567899|Account 2|CAD|2015/06/30 00:00:00|M|CANADA|Fixed Income|MUNICIPAL GOVERNMENT BONDS|614853CL1|614853CL1|CA614853CL19||7644607||MONTREAL QUEBEC 3.15% 01DEC15|501,000.0000 |504,285.91 |506,028.80 
234567899|Account 2|CAD|2015/06/30 00:00:00|M|CANADA|Fixed Income|MUNICIPAL GOVERNMENT BONDS|891288CU4|891288CU4|CA891288CU41||5569507||CITY OF TORONTO DEBE 4.375% 28 OCTOBER 2015|1,348,000.0000 |1,360,666.28 |1,363,018.47 
